UserID,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44,J45,J46,J47,J48,J49,J50,J51,J52,J53,J54,J55,J56,J57,J58,J59,J60,J61,J62,J63,J64,J65,J66,J67,J68,J69,J70,J71,J72,J73,J74,J75,J76,J77,J78,J79,J80,J81,J82,J83,J84,J85,J86,J87,J88,J89,J90,J91,J92,J93,J94,J95,J96,J97,J98,J99,J100
855,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536,1.4536
866,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
871,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671,-2.671
874,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156,1.5156
882,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222,-1.2222
884,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699,0.5699
885,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281,2.1281
890,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691,-0.7691
891,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199,2.2199
892,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099,1.6099
899,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563,-1.7563
905,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961,1.2961
913,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976,0.1976
917,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951,-5.4951
920,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787,0.9787
923,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867,2.9867
924,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627,-3.627
925,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817,-1.1817
929,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349,0.4349
933,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306,1.0306
934,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801,-1.5801
938,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755
940,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078,6.0078
941,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291,-3.291
945,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961,1.7961
948,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396,3.7396
