UserID,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,J30,J31,J32,J33,J34,J35,J36,J37,J38,J39,J40,J41,J42,J43,J44,J45,J46,J47,J48,J49,J50,J51,J52,J53,J54,J55,J56,J57,J58,J59,J60,J61,J62,J63,J64,J65,J66,J67,J68,J69,J70,J71,J72,J73,J74,J75,J76,J77,J78,J79,J80,J81,J82,J83,J84,J85,J86,J87,J88,J89,J90,J91,J92,J93,J94,J95,J96,J97,J98,J99,J100
853,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
855,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
866,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
871,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
874,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
882,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
884,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
885,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
890,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
891,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
892,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
899,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
905,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
913,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
917,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
920,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
923,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
924,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
925,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
929,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
933,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
934,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
938,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
940,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
941,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
945,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
948,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
952,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
953,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
958,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
959,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
961,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
969,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
977,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822
